Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,City,State,Country,Postal Code,Market,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Shipping Cost,Order Priority
38178,CA-2012-137113,2012-12-01,2012-12-05,Second Class,TW-21025,Tamara Willingham,Home Office,Seattle,Washington,United States,98105.0,US,West,FUR-TA-10001705,Furniture,Tables,Bush Advantage Collection Round Conference Table,1913,9,0.0,401,386,High
36467,CA-2013-122903,2013-05-28,2013-05-30,Second Class,LA-16780,Laura Armstrong,Corporate,Detroit,Michigan,United States,48205.0,US,Central,FUR-CH-10002024,Furniture,Chairs,HON 5400 Series Task Chairs for Big and Tall,3504,5,0.0,700,383,High
31559,US-2011-106992,2011-09-19,2011-09-21,Second Class,SB-20290,Sean Braxton,Corporate,Houston,Texas,United States,77036.0,US,Central,TEC-MA-10000822,Technology,Machines,Lexmark MX611dhe Monochrome Laser Printer,3059,3,0.4,-509,380,Medium
34867,CA-2014-168109,2014-07-04,2014-07-04,Same Day,JK-15640,Jim Kriz,Home Office,Seattle,Washington,United States,98105.0,US,West,TEC-AC-10002049,Technology,Accessories,Plantronics Savi W720 Multi-Device Wireless Headset System,1687,4,0.0,742,379,High
32291,CA-2011-117639,2011-05-21,2011-05-25,Standard Class,MW-18235,Mitch Willingham,Corporate,Virginia Beach,Virginia,United States,23464.0,US,South,OFF-BI-10003925,Office Supplies,Binders,Fellowes PB300 Plastic Comb Binding Machine,2715,7,0.0,1276,378,High
38876,CA-2012-123113,2012-11-23,2012-11-27,Second Class,AT-10735,Annie Thurman,Consumer,Morristown,New Jersey,United States,7960.0,US,East,OFF-AP-10000275,Office Supplies,Appliances,"Sanyo Counter Height Refrigerator with Crisper, 3.6 Cubic Foot, Stainless Steel/Black",2625,8,0.0,735,366,Medium
33773,CA-2013-114972,2013-11-04,2013-11-07,First Class,PF-19225,Phillip Flathmann,Consumer,Los Angeles,California,United States,90032.0,US,West,OFF-AP-10003057,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for 16' x 20' Room,1101,4,0.0,429,364,Critical
33536,CA-2013-146633,2013-11-16,2013-11-18,Second Class,TG-21310,Toby Gnade,Consumer,Los Angeles,California,United States,90049.0,US,West,OFF-BI-10003527,Office Supplies,Binders,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,1016,1,0.2,381,363,Critical
32050,CA-2013-110499,2013-04-08,2013-04-10,First Class,YC-21895,Yoseph Carroll,Corporate,San Francisco,California,United States,94110.0,US,West,TEC-CO-10002095,Technology,Copiers,Hewlett Packard 610 Color Digital Copier / Printer,1199,3,0.2,374,363,High
35487,CA-2014-166709,2014-11-18,2014-11-23,Standard Class,HL-15040,Hunter Lopez,Consumer,Newark,Delaware,United States,19711.0,US,East,TEC-CO-10004722,Technology,Copiers,Canon imageCLASS 2200 Advanced Copier,10499,3,0.0,5039,363,Medium
33831,US-2014-117723,2014-08-16,2014-08-19,Second Class,DL-13495,Dionis Lloyd,Corporate,Philadelphia,Pennsylvania,United States,19120.0,US,East,OFF-ST-10004459,Office Supplies,Storage,Tennsco Single-Tier Lockers,1801,6,0.2,-337,356,High
34135,CA-2013-147368,2013-06-10,2013-06-13,First Class,TC-21295,Toby Carlisle,Consumer,Tallahassee,Florida,United States,32303.0,US,South,TEC-MA-10002178,Technology,Machines,Cisco CP-7937G Unified IP Conference Station Phone,695,2,0.5,-27,356,Critical
34447,CA-2012-147830,2012-12-15,2012-12-18,First Class,NF-18385,Natalie Fritzler,Consumer,Newark,Ohio,United States,43055.0,US,East,TEC-AC-10002049,Technology,Accessories,Plantronics Savi W720 Multi-Device Wireless Headset System,2025,6,0.2,607,355,High
35390,CA-2012-102491,2012-08-24,2012-08-28,Standard Class,KW-16435,Katrina Willman,Consumer,Florence,Kentucky,United States,41042.0,US,South,TEC-MA-10000864,Technology,Machines,Cisco 9971 IP Video Phone Charcoal,3080,7,0.0,1416,351,High
40287,US-2012-128587,2012-12-24,2012-12-30,Standard Class,HM-14860,Harry Marie,Corporate,Springfield,Missouri,United States,65807.0,US,Central,TEC-CO-10003763,Technology,Copiers,Canon PC1060 Personal Laser Copier,4899,7,0.0,2302,350,Medium
38123,CA-2013-118689,2013-10-03,2013-10-10,Standard Class,TC-20980,Tamara Chand,Corporate,Lafayette,Indiana,United States,47905.0,US,Central,TEC-CO-10004722,Technology,Copiers,Canon imageCLASS 2200 Advanced Copier,17499,5,0.0,8399,349,Medium
32299,CA-2012-124891,2012-07-31,2012-07-31,Same Day,RH-19495,Rick Hansen,Consumer,New York City,New York,United States,10024.0,US,East,FUR-TA-10002903,Furniture,Tables,"Bevis Round Bullnose 29"" High Table Top",1090,7,0.4,-290,348,Critical
36813,US-2013-138408,2013-11-19,2013-11-22,Second Class,KC-16255,Karen Carlisle,Corporate,Huntsville,Alabama,United States,35810.0,US,South,TEC-AC-10003870,Technology,Accessories,Logitech Z-906 Speaker sys - home theater - 5.1-CH,1319,4,0.0,527,345,Critical
32246,US-2014-110576,2014-11-29,2014-12-03,Standard Class,RB-19795,Ross Baird,Home Office,Philadelphia,Pennsylvania,United States,19120.0,US,East,FUR-TA-10004154,Furniture,Tables,"Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer",2065,12,0.4,-619,344,High
33650,CA-2012-111514,2012-08-31,2012-09-02,First Class,SC-20260,Scott Cohen,Corporate,San Francisco,California,United States,94122.0,US,West,FUR-BO-10002545,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",1552,7,0.15,200,343,High
39609,US-2014-105935,2014-01-27,2014-02-01,Standard Class,BD-11500,Bradley Drucker,Consumer,Columbus,Georgia,United States,31907.0,US,South,TEC-PH-10001459,Technology,Phones,Samsung Galaxy Mega 6.3,2939,7,0.0,764,343,High
31462,CA-2011-139892,2011-09-08,2011-09-12,Standard Class,BM-11140,Becky Martin,Consumer,San Antonio,Texas,United States,78207.0,US,Central,TEC-MA-10000822,Technology,Machines,Lexmark MX611dhe Monochrome Laser Printer,8159,8,0.4,-1359,342,Medium
33789,CA-2011-144624,2011-11-19,2011-11-23,Standard Class,JM-15865,John Murray,Consumer,Jamestown,New York,United States,14701.0,US,East,TEC-PH-10002885,Technology,Phones,Apple iPhone 5,4548,7,0.0,1228,338,High
36004,CA-2014-138149,2014-06-30,2014-07-01,First Class,WB-21850,William Brown,Consumer,Los Angeles,California,United States,90049.0,US,West,OFF-BI-10003091,Office Supplies,Binders,GBC DocuBind TL200 Manual Binding Machine,895,5,0.2,302,337,High
40946,CA-2013-107104,2013-11-27,2013-12-01,Standard Class,MS-17365,Maribeth Schnelling,Consumer,Los Angeles,California,United States,90045.0,US,West,FUR-BO-10002213,Furniture,Bookcases,DMI Eclipse Executive Suite Bookcases,3406,8,0.15,160,335,Medium
35369,CA-2012-156104,2012-12-06,2012-12-08,Second Class,NP-18685,Nora Pelletier,Home Office,Indianapolis,Indiana,United States,46203.0,US,Central,TEC-CO-10002095,Technology,Copiers,Hewlett Packard 610 Color Digital Copier / Printer,999,2,0.0,449,334,Critical
35916,CA-2014-145219,2014-12-25,2014-12-26,First Class,RM-19675,Robert Marley,Home Office,Los Angeles,California,United States,90049.0,US,West,TEC-CO-10001449,Technology,Copiers,Hewlett Packard LaserJet 3310 Copier,2879,6,0.2,1007,334,Critical
35352,CA-2011-122931,2011-09-29,2011-10-03,Standard Class,SM-20950,Suzanne McNair,Corporate,Philadelphia,Pennsylvania,United States,19134.0,US,East,OFF-ST-10004459,Office Supplies,Storage,Tennsco Single-Tier Lockers,1801,6,0.2,-337,324,High
40875,CA-2014-152975,2014-09-15,2014-09-17,First Class,RB-19705,Roger Barcio,Home Office,New York City,New York,United States,10035.0,US,East,TEC-PH-10004586,Technology,Phones,Wilson SignalBoost 841262 DB PRO Amplifier Kit,1079,3,0.0,323,319,High
35124,CA-2014-141733,2014-05-08,2014-05-12,Standard Class,RW-19540,Rick Wilson,Corporate,Detroit,Michigan,United States,48234.0,US,Central,FUR-CH-10004086,Furniture,Chairs,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,1458,5,0.0,423,315,High
31486,CA-2012-102281,2012-10-12,2012-10-14,First Class,MP-17470,Mark Packer,Home Office,New York City,New York,United States,10035.0,US,East,FUR-BO-10002613,Furniture,Bookcases,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",899,4,0.2,112,314,Critical
39309,CA-2014-120138,2014-05-26,2014-05-26,Same Day,TB-21625,Trudy Brown,Consumer,New York City,New York,United States,10009.0,US,East,OFF-BI-10004519,Office Supplies,Binders,GBC DocuBind P100 Manual Binding Machine,663,5,0.2,207,314,Critical
31446,CA-2013-114489,2013-12-06,2013-12-10,Standard Class,JE-16165,Justin Ellison,Corporate,Franklin,Wisconsin,United States,53132.0,US,Central,FUR-CH-10000454,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",1951,8,0.0,585,312,High
36827,CA-2014-160885,2014-12-03,2014-12-07,Standard Class,JK-16090,Juliana Krohn,Consumer,Omaha,Nebraska,United States,68104.0,US,Central,TEC-PH-10001795,Technology,Phones,ClearOne CHATAttach 160 - speaker phone,2479,4,0.0,743,312,High
40722,CA-2011-116246,2011-09-12,2011-09-17,Second Class,LW-17215,Luke Weiss,Consumer,New York City,New York,United States,10035.0,US,East,FUR-CH-10002024,Furniture,Chairs,HON 5400 Series Task Chairs for Big and Tall,3785,6,0.1,420,309,Medium
32111,CA-2014-143686,2014-05-15,2014-05-15,Same Day,PJ-19015,Pauline Johnson,Consumer,Santa Ana,California,United States,92704.0,US,West,TEC-AC-10001838,Technology,Accessories,Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset,1399,7,0.0,601,309,High
32751,CA-2013-133711,2013-11-27,2013-11-30,First Class,MC-17425,Mark Cousins,Corporate,Mobile,Alabama,United States,36608.0,US,South,TEC-MA-10000010,Technology,Machines,Hewlett-Packard Deskjet 3050a All-in-One Color Inkjet Printer,3040,8,0.0,1459,307,Medium
38880,CA-2011-163223,2011-03-21,2011-03-25,Standard Class,KH-16690,Kristen Hastings,Corporate,Springfield,Virginia,United States,22153.0,US,South,TEC-PH-10000730,Technology,Phones,Samsung Galaxy S4 Active,3499,7,0.0,909,305,Medium
39929,CA-2013-107783,2013-07-29,2013-07-30,First Class,OT-18730,Olvera Toch,Consumer,Bethlehem,Pennsylvania,United States,18018.0,US,East,OFF-BI-10000545,Office Supplies,Binders,GBC Ibimaster 500 Manual ProClick Binding System,1369,6,0.7,-913,296,High
33864,CA-2014-123967,2014-11-02,2014-11-04,Second Class,SF-20200,Sarah Foster,Consumer,Bellingham,Washington,United States,98226.0,US,West,FUR-TA-10003954,Furniture,Tables,Hon 94000 Series Round Tables,2665,9,0.0,239,294,Medium
34592,CA-2014-113418,2014-10-02,2014-10-04,First Class,CM-12655,Corinna Mitchell,Home Office,New York City,New York,United States,10035.0,US,East,TEC-MA-10002428,Technology,Machines,Fellowes Powershred HS-440 4-Sheet High Security Shredder,1704,11,0.0,767,291,High
35505,CA-2011-145387,2011-10-31,2011-11-02,Second Class,AM-10705,Anne McFarland,Consumer,Cranston,Rhode Island,United States,2920.0,US,East,FUR-CH-10002320,Furniture,Chairs,Hon Pagoda Stacking Chairs,1604,5,0.0,481,289,Medium
34885,CA-2014-158729,2014-12-20,2014-12-22,First Class,AC-10450,Amy Cox,Consumer,Lafayette,Louisiana,United States,70506.0,US,South,OFF-SU-10002881,Office Supplies,Supplies,Martin Yale Chadless Opener Electric Letter Opener,1665,2,0.0,33,287,High
33479,CA-2013-128818,2013-05-08,2013-05-12,Standard Class,CJ-12010,Caroline Jumper,Consumer,New York City,New York,United States,10009.0,US,East,TEC-MA-10000488,Technology,Machines,Bady BDG101FRU Card Printer,3999,5,0.0,1159,286,Medium
